Max: 200038996 Min: 2
MaxVal: 200038996.228362 MinVal: 2.000144
           -|-   *  ---  , 0.260035,  0.339741,  0.400354,  0.477911,  0.558904
  -------   |*  -----    , 0.045611,  0.200909,  0.285050,  0.354094,  0.462147
   --    *  |---         , 0.093267,  0.177086,  0.302408,  0.393183,  0.505735
         -- * -----      , 0.294176,  0.347339,  0.392602,  0.430072,  0.591329
         -- *   ---      , 0.305057,  0.359033,  0.415545,  0.525638,  0.621773
       -----|  *         , 0.202947,  0.323661,  0.399268,  0.489361,  0.508872
        --  | * ----     , 0.207808,  0.265327,  0.367934,  0.421024,  0.531345
     --    *|------      , 0.166694,  0.239379,  0.377455,  0.418442,  0.614945
        --  | *     ---  , 0.195343,  0.263947,  0.353084,  0.503380,  0.564783
      -    *|---         , 0.178418,  0.220940,  0.313306,  0.366268,  0.479788
    -----   *    ----    , 0.089392,  0.215417,  0.271449,  0.398332,  0.480531
       -----|*  --       , 0.187706,  0.312201,  0.320519,  0.379731,  0.442338
     -------| *  -----   , 0.159347,  0.355193,  0.415623,  0.477625,  0.626916

MaxVal: 20.054604 MinVal: -23.809083
 --------   |      *     , 0.043210,  0.369363,  0.764616,  0.999423,  1.000000
    -----   *  ------    , 0.146014,  0.324107,  0.419424,  0.506241,  0.730427
       --   *  ---       , 0.251534,  0.321030,  0.459663,  0.559353,  0.659124
     ----   |*  ----     , 0.165548,  0.291911,  0.391669,  0.493375,  0.605224
       -----|   *   ---  , 0.249165,  0.415401,  0.520942,  0.636474,  0.749477
       -----|  * ---     , 0.202382,  0.358225,  0.419204,  0.483374,  0.569621
      ----- *   ----     , 0.190616,  0.332774,  0.373581,  0.484025,  0.594528
   ------   *  -----     , 0.097080,  0.226816,  0.302138,  0.375405,  0.503444
     --   * |--          , 0.189497,  0.247944,  0.338674,  0.407161,  0.526432
  ----------| *---       , 0.077834,  0.343388,  0.379954,  0.410685,  0.505087
   -------- |  * ------  , 0.124899,  0.387873,  0.506798,  0.567383,  0.781084
         ---|*   ----    , 0.243245,  0.328003,  0.343629,  0.433584,  0.541962
     ----  *| ---        , 0.176998,  0.285297,  0.360152,  0.447464,  0.534387
       ---- |*    -      , 0.197626,  0.294085,  0.340469,  0.472589,  0.493627
        -  *| -----      , 0.233402,  0.282412,  0.338084,  0.414406,  0.555275
            |* --        , 0.324226,  0.342036,  0.345128,  0.392888,  0.433119
    ---   * |------      , 0.117465,  0.180644,  0.269815,  0.352033,  0.504806
        -   |*------     , 0.239844,  0.272224,  0.397925,  0.434264,  0.598115
        ----|  *  -----  , 0.195794,  0.288995,  0.369362,  0.442438,  0.555626
  ------- * | ----       , 0.060979,  0.259175,  0.307790,  0.393034,  0.530328

MaxVal: 20.171142 MinVal: -23.691391
 --------   |      *     , 0.043968,  0.368509,  0.760073,  0.999366,  1.000000
       --  *|-----       , 0.246368,  0.294923,  0.371683,  0.444567,  0.586829
           -|---  * --   , 0.315889,  0.468162,  0.517136,  0.600136,  0.655711
       ---  |* -----     , 0.238663,  0.346030,  0.437675,  0.516412,  0.693707
    ------  *--          , 0.184631,  0.401168,  0.478557,  0.548535,  0.634255
        --- * ------     , 0.249287,  0.328280,  0.364960,  0.446684,  0.595709
     ----   *    --      , 0.146842,  0.246627,  0.339894,  0.453242,  0.525188
         ---| *  ----    , 0.250156,  0.342386,  0.374752,  0.436429,  0.533854
      ----  | *  ---     , 0.166202,  0.269809,  0.345707,  0.424406,  0.507490
       --   *  ------    , 0.213345,  0.283720,  0.378615,  0.454091,  0.643462
    ----   *|--------    , 0.153059,  0.272712,  0.344237,  0.411741,  0.658774
     -------|     *  --  , 0.132726,  0.304724,  0.430391,  0.503779,  0.564136
        --  |* -----     , 0.269015,  0.360990,  0.433812,  0.522900,  0.676242
  ---      *|-----       , 0.065713,  0.148677,  0.300554,  0.316093,  0.507703
          --|  *  --     , 0.243924,  0.301487,  0.377923,  0.435117,  0.487443
      --   *|    ----    , 0.184002,  0.223421,  0.294395,  0.456947,  0.566614
      ----- *  -----     , 0.164812,  0.311276,  0.348265,  0.431229,  0.545112
    --    * |----        , 0.104454,  0.172616,  0.278848,  0.314546,  0.458597

MaxVal: 20.030691 MinVal: -23.819250
 --------   |     *      , 0.044486,  0.368509,  0.749324,  0.999315,  1.000000
           -|  *   --    , 0.346484,  0.405116,  0.461077,  0.601266,  0.657015
         ---| *  ------  , 0.272275,  0.351326,  0.407512,  0.510718,  0.677231
    ------  | *  ---     , 0.142271,  0.326260,  0.437520,  0.546032,  0.642954
     ----   *     -----  , 0.174021,  0.287905,  0.376444,  0.572304,  0.732672
      ----- |    *  --   , 0.141447,  0.263265,  0.403481,  0.474570,  0.515434
       ---- |*  --       , 0.204787,  0.319532,  0.367319,  0.440597,  0.490307
         ---|   *---     , 0.253357,  0.331688,  0.444311,  0.478378,  0.560167
     -------|  * --      , 0.171122,  0.398251,  0.480158,  0.562940,  0.615627
      --  * | --         , 0.207345,  0.255559,  0.320356,  0.445758,  0.508995
         ---|  *----     , 0.254955,  0.338243,  0.409224,  0.434881,  0.529450
         ---|-   *----   , 0.225930,  0.351259,  0.430283,  0.458896,  0.564322
        --- | *  -----   , 0.213816,  0.303010,  0.377358,  0.443176,  0.586350
 ---        |* --        , 0.045881,  0.108435,  0.334277,  0.389716,  0.431675
        --  *   ------   , 0.183408,  0.221838,  0.271426,  0.363032,  0.492547
        -   |*  -        , 0.212302,  0.233682,  0.346096,  0.419334,  0.441741
    --  *   |-----       , 0.135943,  0.185228,  0.233800,  0.365026,  0.520348
-----  * ---|---         , 0.007110,  0.135943,  0.213191,  0.252992,  0.441086
       ---- |  *    ---  , 0.171342,  0.276416,  0.375139,  0.477179,  0.558449
  -------   |* ----      , 0.076984,  0.256666,  0.362149,  0.410977,  0.528664

MaxVal: 20.145982 MinVal: -23.469553
 --------   |     *      , 0.045108,  0.366520,  0.737409,  0.999271,  1.000000
      ----  *   ----     , 0.221646,  0.342775,  0.402950,  0.519885,  0.654909
   ------  *|  --        , 0.107051,  0.274796,  0.349443,  0.461642,  0.531878
       ---- | * ---      , 0.231122,  0.339802,  0.429356,  0.497128,  0.582364
         -  |*-----      , 0.253561,  0.293763,  0.360260,  0.403305,  0.522095
       ---  |*  ------   , 0.179502,  0.248436,  0.309524,  0.381313,  0.518069
       ---  * ------     , 0.242717,  0.339517,  0.390153,  0.451485,  0.642933
     -------| *   ---    , 0.150764,  0.357972,  0.407216,  0.518681,  0.586985
       ---  *  ----      , 0.196859,  0.292922,  0.340307,  0.443902,  0.535673
    -----   * -----      , 0.157225,  0.311881,  0.378667,  0.466881,  0.619313
     ---   *|-------     , 0.133711,  0.237234,  0.305664,  0.355105,  0.548507
  ------   *| ----       , 0.053909,  0.199557,  0.272263,  0.341920,  0.416752
 -   *   ---|-           , 0.032290,  0.073265,  0.162132,  0.289230,  0.427499
       ---  |*  ----     , 0.263144,  0.355787,  0.465824,  0.575019,  0.736020
    ---  *  |-----       , 0.140641,  0.260859,  0.319140,  0.414787,  0.595135
 -------    *     ----   , 0.030291,  0.212124,  0.320631,  0.461564,  0.561835
   ------   |  * ---     , 0.095829,  0.262070,  0.415506,  0.461309,  0.541984
       --   |*  --       , 0.152938,  0.198785,  0.284282,  0.368169,  0.396400
  --     *  |------      , 0.079815,  0.141725,  0.300969,  0.437646,  0.649730
       ---- | *    --    , 0.170457,  0.271298,  0.336379,  0.452369,  0.492945

MaxVal: 20.098069 MinVal: -23.805223
 --------   |     *      , 0.046530,  0.364359,  0.729239,  0.999187,  1.000000
         -  |*  ----     , 0.294353,  0.351586,  0.440341,  0.537554,  0.659874
  --------  |* -----     , 0.074884,  0.314234,  0.414345,  0.499197,  0.648457
          --|    * ----  , 0.267334,  0.326997,  0.432849,  0.488527,  0.578955
     ------ *    -----   , 0.175948,  0.375221,  0.419308,  0.566677,  0.745417
      ----  *     ----   , 0.192949,  0.292156,  0.352667,  0.514945,  0.633422
   ------ * |------      , 0.077175,  0.233158,  0.260989,  0.318832,  0.488117
        ----|  * --      , 0.213319,  0.335016,  0.393058,  0.457128,  0.494113
      ----  *  ---       , 0.194506,  0.299738,  0.372993,  0.459749,  0.550797
       ---  *     -----  , 0.213490,  0.310414,  0.361875,  0.545615,  0.675920
       ---  *  -----     , 0.220301,  0.285070,  0.341972,  0.436174,  0.567938
     ------ |*  -------  , 0.144156,  0.297451,  0.366712,  0.448391,  0.617053
       --   *  --------- , 0.204976,  0.240471,  0.323257,  0.419012,  0.651537
         *  |---         , 0.142382,  0.165432,  0.278448,  0.337633,  0.459409
       ---- | * --       , 0.187347,  0.312801,  0.376982,  0.432353,  0.500878
   ------   * ------     , 0.098614,  0.241390,  0.323079,  0.364814,  0.509876
   -----    |* -----     , 0.096436,  0.236507,  0.371069,  0.426112,  0.551331
         ---|--  *--     , 0.249674,  0.399901,  0.455762,  0.490013,  0.538279
          --|-* ----     , 0.301082,  0.402530,  0.418495,  0.460014,  0.573095
     - * ---|-----       , 0.225404,  0.254910,  0.295913,  0.366047,  0.748203

MaxVal: 20.183017 MinVal: -23.796314
 --------   |    *       , 0.047015,  0.366036,  0.718090,  0.999116,  1.000000
     ------ | *  ----    , 0.198390,  0.381151,  0.485555,  0.587148,  0.733749
         -- | * ---      , 0.316757,  0.375066,  0.483792,  0.528849,  0.644773
          - | *  --      , 0.359657,  0.401322,  0.486072,  0.591902,  0.659503
   ----  *  |  ---       , 0.083997,  0.182669,  0.237435,  0.386423,  0.458507
      --    *  -----     , 0.150805,  0.211360,  0.320289,  0.380541,  0.500620
       ---  |  * -----   , 0.204783,  0.300258,  0.440777,  0.488908,  0.628291
     ---    | *   ----   , 0.143999,  0.243133,  0.414720,  0.509309,  0.612239
         ---|-  *  ---   , 0.251968,  0.387166,  0.428629,  0.518120,  0.594215
     ----   |*   --      , 0.150051,  0.235630,  0.362459,  0.453146,  0.514451
       -   *|  ----      , 0.201200,  0.239436,  0.319192,  0.417614,  0.545980
         -- | * --       , 0.254998,  0.288871,  0.386002,  0.427489,  0.484767
        --- | *  -       , 0.258126,  0.349547,  0.452075,  0.523953,  0.579174
        ----|  *  ----   , 0.194338,  0.280392,  0.331001,  0.405192,  0.490852
        -  *| ----       , 0.235001,  0.255745,  0.320399,  0.393874,  0.506970
          --|*    ---    , 0.259845,  0.301880,  0.338892,  0.461132,  0.540256
     ---   *| --         , 0.171479,  0.270007,  0.395088,  0.462270,  0.552974
    ----    *---         , 0.132833,  0.243147,  0.371912,  0.403774,  0.480637
   ---- *   |--------    , 0.137302,  0.263180,  0.304273,  0.468573,  0.783880
        --  * ---        , 0.245012,  0.319407,  0.378100,  0.435145,  0.504329

MaxVal: 20.083931 MinVal: -23.842591
 --------   |    *       , 0.047862,  0.360957,  0.710125,  0.999074,  1.000000
        --  |*  ------   , 0.208852,  0.284420,  0.347405,  0.434999,  0.575687
       ---- | *  ---     , 0.208852,  0.318372,  0.413652,  0.490230,  0.583639
    -----   |*  ---      , 0.146266,  0.281039,  0.398448,  0.492932,  0.596806
           -|- *  ----   , 0.307790,  0.404161,  0.416620,  0.511696,  0.606809
          --|-  * ---    , 0.246715,  0.330294,  0.375192,  0.413625,  0.501335
         ---| *  --      , 0.277128,  0.390541,  0.432207,  0.516797,  0.582817
      ---- *| -----      , 0.209523,  0.336767,  0.366252,  0.450503,  0.623072
 -        * |----        , 0.039163,  0.058175,  0.212577,  0.253576,  0.369564
 -    *     |-           , 0.050028,  0.078862,  0.196118,  0.374801,  0.438078
        ----| *  ---     , 0.250903,  0.381457,  0.437150,  0.539678,  0.641423
        --  |* ---       , 0.275243,  0.320667,  0.423093,  0.492861,  0.584541
  -------   *  --------  , 0.051589,  0.221898,  0.292914,  0.369193,  0.544783
    -----  *| ------     , 0.129329,  0.271164,  0.323618,  0.414448,  0.582604
   ------   *   -----    , 0.089812,  0.236226,  0.329351,  0.413652,  0.560138
  ------    |*  --       , 0.088954,  0.288263,  0.438590,  0.533788,  0.626640
         ---| *  ------  , 0.191743,  0.275445,  0.307981,  0.373699,  0.489062
     ---   *|---         , 0.159368,  0.245584,  0.345627,  0.416674,  0.504474
   -------- |* ------    , 0.093926,  0.276314,  0.312665,  0.365066,  0.523936
        --  | *   ----   , 0.246917,  0.300864,  0.423355,  0.513540,  0.633109

MaxVal: 20.149908 MinVal: -23.779929
 -------    |    *       , 0.048366,  0.359264,  0.698183,  0.998944,  1.000000
         ---| *  ---     , 0.315397,  0.404506,  0.464906,  0.581555,  0.686331
       -----|  *  ---    , 0.238259,  0.403422,  0.478424,  0.566479,  0.653967
           -|    * -     , 0.308303,  0.360469,  0.481302,  0.524455,  0.560497
   -----   *| ----       , 0.119999,  0.255461,  0.351741,  0.462718,  0.574082
       --- *|   ------   , 0.226287,  0.295036,  0.321487,  0.487694,  0.643213
      ----- |  *    ---  , 0.177721,  0.302543,  0.415867,  0.558313,  0.633022
     ---   *|-----       , 0.199599,  0.276334,  0.382761,  0.457036,  0.612914
    --------|-  * -----  , 0.115527,  0.338182,  0.387430,  0.435632,  0.572441
  ----      *    ------  , 0.064907,  0.139739,  0.276317,  0.397508,  0.528145
     -----  |    *----   , 0.128709,  0.242047,  0.384566,  0.410042,  0.502870
            |-  * ----   , 0.346469,  0.394700,  0.453845,  0.507724,  0.620899
    -    *--|---         , 0.125112,  0.147636,  0.239173,  0.290429,  0.435562
       --   * ----       , 0.180226,  0.232301,  0.302321,  0.343105,  0.427139
  ----    * |-----       , 0.095462,  0.226639,  0.347963,  0.405410,  0.606599
     --     *  ---       , 0.184550,  0.260637,  0.433459,  0.526051,  0.611612
       -----|*  -------- , 0.184550,  0.324126,  0.332245,  0.402626,  0.594914
       --   *  ------    , 0.218697,  0.293412,  0.374157,  0.473385,  0.661900
    ----    *----        , 0.127807,  0.235733,  0.339591,  0.379064,  0.483564
        ----|-   *-----  , 0.223844,  0.384491,  0.473695,  0.504660,  0.639949

MaxVal: 19.931063 MinVal: -23.874223
 --------   |    *       , 0.049387,  0.360208,  0.688409,  0.998794,  1.000000
     ----   | * ----     , 0.215242,  0.359045,  0.529644,  0.622834,  0.743034
         ---|  * ---     , 0.246235,  0.339498,  0.415272,  0.461552,  0.556114
        --  *    ------  , 0.279380,  0.343906,  0.405818,  0.553318,  0.731075
         ---|     * ---  , 0.223263,  0.331675,  0.438837,  0.487712,  0.558351
 ----      *|  ----      , 0.065436,  0.189997,  0.386645,  0.549083,  0.673653
       ---- | *  ----    , 0.194120,  0.310083,  0.395391,  0.470941,  0.579250
      --   *|  ----      , 0.177348,  0.254181,  0.339453,  0.426428,  0.543454
       -    *   ----     , 0.216094,  0.249440,  0.349304,  0.467302,  0.577029
      ----  |*  -------- , 0.179871,  0.283610,  0.368806,  0.450318,  0.645739
       -----| * -----    , 0.211812,  0.362957,  0.419593,  0.485863,  0.637698
       --  *|   ---      , 0.176168,  0.237639,  0.295376,  0.406492,  0.487755
   ------  *|-----       , 0.102506,  0.273250,  0.325828,  0.381276,  0.513716
       ---  |*   ------  , 0.198525,  0.283769,  0.346307,  0.451885,  0.622389
       ---  *  -----     , 0.203164,  0.264011,  0.324066,  0.413145,  0.525585
  ------- * |  -----     , 0.054771,  0.236456,  0.257582,  0.399883,  0.505868
       ---- | * ----     , 0.179092,  0.286829,  0.350331,  0.411117,  0.519133
    ---    *|  -----     , 0.108420,  0.209929,  0.316369,  0.419249,  0.565734
  ---     * |-------     , 0.061740,  0.144493,  0.298174,  0.357097,  0.555304
     ---  * | -------    , 0.149535,  0.206182,  0.281528,  0.385490,  0.550496

MaxVal: 20.151585 MinVal: -23.368470
 --------   |    *       , 0.050834,  0.360957,  0.680868,  0.998713,  1.000000
        ----|   *  ---   , 0.257895,  0.396032,  0.477674,  0.576645,  0.662955
      ----- *  --        , 0.221120,  0.395443,  0.419836,  0.533443,  0.597631
      ----  |* ----      , 0.192356,  0.301911,  0.381883,  0.439525,  0.563465
     ----- *|  -----     , 0.192356,  0.343429,  0.389753,  0.519454,  0.703378
            |- * ------  , 0.359715,  0.410209,  0.430671,  0.505158,  0.650428
          --|- *-----    , 0.328385,  0.465319,  0.508804,  0.547753,  0.699233
   ------   | *   ----   , 0.095518,  0.232918,  0.358551,  0.455980,  0.566232
    ----    *  ----      , 0.143596,  0.270933,  0.384759,  0.482092,  0.590930
       ---  |  * -----   , 0.184922,  0.250086,  0.352758,  0.399738,  0.522242
          --|  *    --   , 0.254083,  0.334954,  0.396229,  0.511211,  0.567386
        ----|  *  ------ , 0.209271,  0.293935,  0.370745,  0.446259,  0.587191
     -------| * ----     , 0.167085,  0.406934,  0.452417,  0.495104,  0.623094
       ---- |   *-----   , 0.206842,  0.304589,  0.424704,  0.464083,  0.585033
    -     * | ----       , 0.114086,  0.136960,  0.249942,  0.355412,  0.454538
   --       *       --   , 0.094517,  0.135986,  0.300038,  0.497924,  0.553447
     ----   |* -----     , 0.144644,  0.256502,  0.343009,  0.410421,  0.529163
    --   *--|----        , 0.124934,  0.197923,  0.274986,  0.309117,  0.512719
    ------  |*  ------   , 0.126082,  0.281782,  0.363110,  0.449604,  0.623588
    -----   |* ---       , 0.132842,  0.272148,  0.385333,  0.442496,  0.516063

MaxVal: 20.029831 MinVal: -23.796793
 -------    |   *        , 0.051173,  0.359855,  0.672861,  0.998592,  1.000000
          --|  * -       , 0.306672,  0.366431,  0.450467,  0.515922,  0.551957
           -|  *-----    , 0.383821,  0.440575,  0.523344,  0.553905,  0.711284
       ---- |*   --      , 0.224144,  0.334346,  0.398623,  0.510654,  0.588177
       ---- |*  ----     , 0.257306,  0.370652,  0.444746,  0.531189,  0.650230
      ------|  *  ----   , 0.177151,  0.311664,  0.408285,  0.468847,  0.589519
         -  |  * ---     , 0.273355,  0.303710,  0.444214,  0.499959,  0.590596
       -----|  * ---     , 0.234107,  0.368488,  0.451490,  0.529877,  0.625644
          --|  *---      , 0.298701,  0.365583,  0.455229,  0.484220,  0.584414
     ---    |*  -----    , 0.130040,  0.217370,  0.339313,  0.406653,  0.541274
           -|--- * ---   , 0.257885,  0.381979,  0.412513,  0.454783,  0.533934
       - *  |-           , 0.234236,  0.267041,  0.297137,  0.380441,  0.433358
     --     *  ---       , 0.150369,  0.214844,  0.359095,  0.438911,  0.543740
    -   *  -|-----       , 0.093496,  0.116397,  0.202417,  0.267181,  0.422655
       ---  |*   ----    , 0.204020,  0.282445,  0.384937,  0.498993,  0.590536
---   *  ---|-------     , 0.013274,  0.090245,  0.183888,  0.262477,  0.565254
      ---  *| ---        , 0.159026,  0.255641,  0.293767,  0.361994,  0.452118
    --     *|  --------  , 0.080139,  0.125410,  0.205198,  0.288733,  0.444125
           -|  *   ----  , 0.294441,  0.346271,  0.418301,  0.519779,  0.626791
     --  *  |--------    , 0.156850,  0.234529,  0.296987,  0.405352,  0.655487

MaxVal: 20.083661 MinVal: -23.884559
 --------   |   *        , 0.052223,  0.360444,  0.665310,  0.998482,  1.000000
           -|  * --      , 0.345670,  0.398949,  0.440867,  0.503985,  0.553081
       ---  |* ----      , 0.219464,  0.310606,  0.376533,  0.448997,  0.563519
         -- | * ------   , 0.290402,  0.372715,  0.447058,  0.510377,  0.701837
       --  *| -----      , 0.253426,  0.310345,  0.358602,  0.458090,  0.629334
         -  |*  -----    , 0.264096,  0.307688,  0.384103,  0.482529,  0.613205
     ------ |  * ----    , 0.141848,  0.299406,  0.379895,  0.432516,  0.549766
    ------  *  -------   , 0.141688,  0.305006,  0.379629,  0.458680,  0.664411
      ------|--   *  --  , 0.158710,  0.354944,  0.424851,  0.502231,  0.535071
     --     *-----       , 0.176957,  0.214319,  0.376267,  0.405730,  0.543694
       - *  | ----       , 0.202110,  0.228930,  0.272115,  0.408523,  0.507368
     ----  *| -----      , 0.205216,  0.329598,  0.377834,  0.497969,  0.660840
         ---|*    --     , 0.242812,  0.333360,  0.361276,  0.468822,  0.529644
       -----| * ---      , 0.192683,  0.322314,  0.399819,  0.441507,  0.523343
            | *----      , 0.306916,  0.338378,  0.364907,  0.381425,  0.484547
       ---- *    --      , 0.177709,  0.258163,  0.286188,  0.408575,  0.436134
  --------  |  *  ----   , 0.060491,  0.292367,  0.421460,  0.511319,  0.595675
       --  *|   ---      , 0.231747,  0.303132,  0.344719,  0.499362,  0.593017
   -------  | *    ----  , 0.104291,  0.338463,  0.472185,  0.630339,  0.747887
      ---  *|   -----    , 0.163243,  0.259630,  0.322335,  0.458648,  0.575215

MaxVal: 19.572682 MinVal: -23.675035
 --------   |   *        , 0.053127,  0.362643,  0.662955,  0.998354,  1.000000
       ---- | *  ------  , 0.167587,  0.277733,  0.332826,  0.418703,  0.566757
        --- | *  -----   , 0.219275,  0.298168,  0.380907,  0.475247,  0.601083
        --- *      --    , 0.253267,  0.341872,  0.373574,  0.571624,  0.645541
         ---| *  ------  , 0.282808,  0.362028,  0.436000,  0.511645,  0.681705
    ------- | *-------   , 0.149104,  0.367933,  0.441256,  0.492049,  0.703135
        --  * ---        , 0.277626,  0.360548,  0.418268,  0.491753,  0.576235
           -|  *  ---    , 0.243876,  0.289231,  0.336421,  0.387656,  0.452723
      ----  * ----       , 0.155444,  0.267453,  0.317906,  0.374912,  0.457633
      -   *-|----        , 0.230235,  0.266469,  0.337219,  0.397785,  0.583978
         - *|-----       , 0.315146,  0.345985,  0.387802,  0.454140,  0.610067
    -----   |* -------   , 0.122869,  0.270065,  0.357085,  0.430443,  0.608086
         -- |  * ----    , 0.258023,  0.326053,  0.426570,  0.487628,  0.600193
         ---|  *  ----   , 0.213330,  0.290491,  0.360280,  0.431662,  0.528268
   -----  * |------      , 0.102995,  0.219939,  0.267357,  0.362513,  0.502357
      ----  * ----       , 0.194711,  0.313425,  0.386836,  0.437736,  0.572423
      ---  *|---         , 0.180036,  0.243468,  0.298720,  0.346889,  0.431555
       -    * -----      , 0.219375,  0.267710,  0.377167,  0.437651,  0.583502
        --- * ---        , 0.274415,  0.350090,  0.395550,  0.436784,  0.533806
        --- |   * ----   , 0.187193,  0.245838,  0.346500,  0.393246,  0.480214

MaxVal: 20.182185 MinVal: -23.868386
 --------   |   *        , 0.053256,  0.361446,  0.658280,  0.998174,  1.000000
        --- |*-------    , 0.221490,  0.320563,  0.360932,  0.392155,  0.593147
            |--  * ----  , 0.361681,  0.418301,  0.487595,  0.526135,  0.628393
        --- | *  ---     , 0.251597,  0.370341,  0.455749,  0.546121,  0.635253
      ------|     *-     , 0.149767,  0.296679,  0.429755,  0.466886,  0.494960
     -----  * -----      , 0.195831,  0.369605,  0.444774,  0.542703,  0.699368
        ----| * ----     , 0.265308,  0.414728,  0.445783,  0.512816,  0.615079
       ---- |   *-----   , 0.212955,  0.318178,  0.444623,  0.485953,  0.619550
       ---  | * ------   , 0.208464,  0.297655,  0.425076,  0.474861,  0.656306
         ---|  *----     , 0.257198,  0.332279,  0.423776,  0.457904,  0.554352
     --     |* ------    , 0.122756,  0.183042,  0.327756,  0.380496,  0.525061
    -----  *|      ----  , 0.114531,  0.249716,  0.314426,  0.507160,  0.615257
  -----  *  |----        , 0.066842,  0.244167,  0.313111,  0.416625,  0.571780
      ------|-  * ----   , 0.157982,  0.368419,  0.442445,  0.497508,  0.588495
       ---- | *    ---   , 0.167429,  0.258076,  0.316255,  0.441737,  0.502437
   -----  * |    --      , 0.099100,  0.239303,  0.310093,  0.501561,  0.570804
      --   *| -------    , 0.223148,  0.288623,  0.387435,  0.484251,  0.735052
        ----|*    --     , 0.240033,  0.360947,  0.379186,  0.534046,  0.579645
         *--|--          , 0.181462,  0.189604,  0.331306,  0.371088,  0.554361
          - |*  ----     , 0.254969,  0.285506,  0.328953,  0.405099,  0.503645

MaxVal: 20.053376 MinVal: -23.851502
 --------   |   *        , 0.054645,  0.361036,  0.647488,  0.998076,  1.000000
       ---- | * --       , 0.204985,  0.319901,  0.389413,  0.453826,  0.513744
            |--- * ----  , 0.325395,  0.431276,  0.453390,  0.509331,  0.598035
       ---  *------      , 0.241092,  0.321325,  0.389861,  0.427849,  0.610194
       --  *|  ----      , 0.226771,  0.274790,  0.345015,  0.486384,  0.602796
       ---- | *  ---     , 0.265240,  0.377806,  0.473807,  0.569808,  0.688502
         -  *  -----     , 0.295773,  0.320929,  0.371662,  0.491638,  0.631640
      ---   |*     --    , 0.177616,  0.268589,  0.362929,  0.521391,  0.584235
        --- |* ----      , 0.242777,  0.331887,  0.394257,  0.449805,  0.570470
        -   |*-------    , 0.239416,  0.273314,  0.374027,  0.419304,  0.605726
     ----   |*    -----  , 0.130036,  0.223123,  0.312357,  0.452021,  0.567503
        --- |   * ---    , 0.206531,  0.276425,  0.380627,  0.437760,  0.497670
     ---   *| ---        , 0.155382,  0.248437,  0.350819,  0.438131,  0.509900
 -----      *-----       , 0.038416,  0.158360,  0.293713,  0.330680,  0.448974
   ------   * -----      , 0.111448,  0.308884,  0.393661,  0.454002,  0.619179
        *   |  -----     , 0.049389,  0.055038,  0.191700,  0.362092,  0.496366
 ---     *  |--------    , 0.049389,  0.132265,  0.274213,  0.348247,  0.600896
          - |*  -----    , 0.208253,  0.240793,  0.267442,  0.327634,  0.433937
        --- | * -----    , 0.266436,  0.352227,  0.432849,  0.483193,  0.646485
       ---- *  ----      , 0.241518,  0.344182,  0.386811,  0.475064,  0.593263

MaxVal: 20.011379 MinVal: -23.677511
 --------   |  *         , 0.054840,  0.361036,  0.639921,  0.997987,  1.000000
         ---| *  --      , 0.278596,  0.378364,  0.434402,  0.530860,  0.566876
         -- |  *   ---   , 0.246631,  0.289288,  0.384361,  0.490567,  0.579882
      ---   |*  ------   , 0.170346,  0.248392,  0.344392,  0.410331,  0.559583
   ----   * |---         , 0.112171,  0.249274,  0.334807,  0.405942,  0.527299
       ---- |   *----    , 0.207219,  0.287152,  0.421603,  0.464514,  0.554116
      ---   *  ---       , 0.173337,  0.264214,  0.335794,  0.431714,  0.521670
           -|  * ---     , 0.298224,  0.348306,  0.398656,  0.468548,  0.547659
   -------  *   --       , 0.105017,  0.290372,  0.349623,  0.462135,  0.540959
    ---   * |  ---       , 0.123103,  0.238071,  0.317727,  0.461104,  0.572945
          --| *   --     , 0.224170,  0.283935,  0.329137,  0.401328,  0.458607
        ----|  * -----   , 0.261406,  0.360474,  0.449374,  0.513936,  0.649334
        --- | *   -----  , 0.225363,  0.327832,  0.404019,  0.497889,  0.633139
    --    * |  ----      , 0.124316,  0.187052,  0.292361,  0.420829,  0.536745
   ----   * |-----       , 0.105239,  0.217447,  0.300696,  0.340682,  0.524382
    -     *-|----        , 0.129808,  0.156407,  0.292715,  0.320696,  0.473157
     ---    *   -----    , 0.159619,  0.243827,  0.362509,  0.455050,  0.620262
            |*  -----    , 0.243827,  0.263008,  0.327678,  0.384712,  0.509051
       -----| *   --     , 0.212927,  0.340670,  0.405259,  0.492123,  0.544737
   --  *   -|--          , 0.078727,  0.143705,  0.178988,  0.265525,  0.366652

MaxVal: 20.030911 MinVal: -23.460418
 --------   |  *         , 0.055786,  0.362537,  0.636791,  0.997826,  1.000000
        ----| * ---      , 0.313279,  0.443493,  0.507391,  0.587600,  0.697345
          - |*-----      , 0.341635,  0.373923,  0.435033,  0.487204,  0.647015
       ---- |  * ----    , 0.218142,  0.317279,  0.433369,  0.489683,  0.601563
       --   *  ---       , 0.241870,  0.288320,  0.388474,  0.478657,  0.587423
     ------ |* --        , 0.161156,  0.330030,  0.376767,  0.441342,  0.490102
     -----  | *  ---     , 0.168286,  0.308119,  0.438286,  0.522429,  0.619082
        --- |* -----     , 0.253774,  0.363041,  0.403539,  0.491421,  0.627063
         ---| * ---      , 0.324500,  0.420611,  0.480241,  0.538072,  0.663489
       -  * |  ------    , 0.181298,  0.215647,  0.269893,  0.397964,  0.548558
         ---|-  *----    , 0.290477,  0.429999,  0.509014,  0.535926,  0.658362
