Max: 200038996 Min: 2
MaxVal: 200038996.228362 MinVal: 2.000144
----     *  |     -------, 0.010389,  0.166903,  0.359771,  0.695932,  0.960576
-- *    ----|-----       , 0.000868,  0.093325,  0.135380,  0.323970,  0.727203
-   *      -|------      , 0.006101,  0.067199,  0.172158,  0.438668,  0.715529
            |           *, 0.000012,  0.000012,  0.587600,  0.587600,  0.587600
--   *     -|-----       , 0.007040,  0.100186,  0.215355,  0.460736,  0.726907
            |           *, 0.165782,  0.165782,  0.165782,  0.165782,  0.165782

Value of p: 0.250000
Max: 200038817 Min: 2
200038817.751 2.00026947329
-    *     -|------      , 0.006389,  0.072196,  0.211959,  0.464007,  0.783210
---         *        ----, 0.000001,  0.115223,  0.451285,  0.779815,  0.908671
-    *      |---------   , 0.004874,  0.050577,  0.205968,  0.476252,  0.871568
------------|---*        , 0.000046,  0.547092,  0.547092,  0.853396,  0.853396
     *    --|------      , 0.008002,  0.038398,  0.202207,  0.423579,  0.760847
-    *    --|--------    , 0.019409,  0.036778,  0.208634,  0.358034,  0.750909
----------- |    *---    , 0.004437,  0.428127,  0.630574,  0.652408,  0.806117
-   *    ---|--          , 0.008267,  0.041589,  0.191784,  0.362376,  0.612220
---   *-----|------------, 0.000095,  0.122363,  0.239104,  0.239104,  0.931015
            |  *-------- , 0.000710,  0.000710,  0.525582,  0.525582,  0.861021
   *    ----|----        , 0.002105,  0.033456,  0.115380,  0.292344,  0.602607
     *     -|------------, 0.045423,  0.065736,  0.204212,  0.421767,  0.951499
--   *    --|-----       , 0.026156,  0.104104,  0.198677,  0.383640,  0.678462
            |           *, 0.000242,  0.000242,  0.773541,  0.773541,  0.773541
    *  -----|            , 0.002495,  0.035864,  0.164553,  0.287994,  0.512664
-  *   -----|------      , 0.015324,  0.053396,  0.101510,  0.266310,  0.660736
-  * -------|--------    , 0.004041,  0.033800,  0.095537,  0.168786,  0.604985
-- *        |      ------, 0.000400,  0.092572,  0.108270,  0.624002,  0.816003
--- * ------|------------, 0.019079,  0.090353,  0.129306,  0.176128,  0.706250
--  *    ---|---------   , 0.006841,  0.094919,  0.171355,  0.361868,  0.908615
            |           *, 0.174256,  0.174256,  0.174256,  0.174256,  0.174256

Value of p: 0.250000
Max: 200039669 Min: 2
200039669.96 2.00379055658
-    *     -|------      , 0.006338,  0.070423,  0.211371,  0.463819,  0.783210
--  *       |-----       , 0.011868,  0.098428,  0.197298,  0.482230,  0.755047
--      *   |--------    , 0.006648,  0.105318,  0.312762,  0.497417,  0.834622
---       * |------------, 0.009808,  0.095681,  0.303549,  0.369802,  0.747471
            |           *, 0.000692,  0.000692,  0.256551,  0.256551,  0.256551
   *       -|--          , 0.009312,  0.031158,  0.120838,  0.418640,  0.554983
---      *  |   ------   , 0.014227,  0.139230,  0.331191,  0.602928,  0.830411
  *         |   -----    , 0.001886,  0.027223,  0.094110,  0.574110,  0.755162
--    *     |---------   , 0.003508,  0.080308,  0.248075,  0.509970,  0.884164
  *   ------|-----       , 0.001216,  0.037536,  0.111643,  0.259826,  0.696953
-   * ------|------      , 0.001544,  0.056535,  0.129729,  0.197301,  0.552530
        ----| *    ------, 0.239606,  0.363301,  0.390954,  0.527249,  0.671276
--    *     |-------     , 0.001814,  0.091134,  0.234418,  0.488302,  0.741256
--  *       |------      , 0.003670,  0.082210,  0.187313,  0.480955,  0.734671
*           |            , 0.000151,  0.000151,  0.000151,  0.359598,  0.359598
-    *     -|--          , 0.000413,  0.058166,  0.225937,  0.461770,  0.606554
    *    ---|---         , 0.002104,  0.036810,  0.172360,  0.353527,  0.622564
--   *     -|---------   , 0.007720,  0.091391,  0.225080,  0.437020,  0.871199
--    *   --|-------     , 0.016720,  0.085835,  0.244731,  0.436872,  0.827366
     *      |            , 0.000213,  0.000213,  0.000213,  0.000213,  0.000213
            |           *, 0.812489,  0.812489,  0.812489,  0.812489,  0.812489

Value of p: 0.250000
Max: 200038290 Min: 2
200038290.116 2.00069936391
-    *     -|------      , 0.006338,  0.070423,  0.211959,  0.464007,  0.783210
-          *|    --------, 0.000002,  0.038977,  0.237059,  0.351249,  0.493963
-    *      | -------    , 0.002633,  0.038746,  0.203523,  0.550135,  0.807998
--    *     |---         , 0.015952,  0.113588,  0.250978,  0.465554,  0.646318
-  *  ------|-----       , 0.004465,  0.063845,  0.128778,  0.231436,  0.682345
-        * -|-------     , 0.002332,  0.035213,  0.174172,  0.207368,  0.359763
    *     --|---------   , 0.009759,  0.036942,  0.164758,  0.409510,  0.827285
-*          |      ------, 0.000201,  0.032908,  0.032908,  0.387430,  0.486365
-   *    ---|-           , 0.002584,  0.044151,  0.145006,  0.308742,  0.484592
   *        | -----------, 0.000856,  0.003349,  0.113463,  0.528374,  0.891450
- *   ------|            , 0.005410,  0.066891,  0.104170,  0.253661,  0.474124
-  *       -|------      , 0.008837,  0.045316,  0.128240,  0.443694,  0.747216
------------|  *---------, 0.000306,  0.217387,  0.256407,  0.256407,  0.407563
 *       ---|-------     , 0.001447,  0.019656,  0.068037,  0.354487,  0.739037
----*       |     -------, 0.004380,  0.092132,  0.100642,  0.395546,  0.537815
-  *      --|-           , 0.003821,  0.057465,  0.116631,  0.350677,  0.503090
-  *        |------      , 0.004142,  0.060217,  0.129393,  0.438826,  0.714893
-      *   -|---------   , 0.009632,  0.067853,  0.278762,  0.454610,  0.878568
            |           *, 0.040449,  0.040449,  0.040449,  0.040449,  0.040449

Value of p: 0.250000
Max: 200039530 Min: 2
200039530.614 2.00007044756
-    *     -|------      , 0.006040,  0.069516,  0.211229,  0.462605,  0.783210
----     *  |    ------  , 0.001231,  0.161406,  0.323222,  0.603503,  0.833589
----     *  |   -----    , 0.015934,  0.186543,  0.371485,  0.621797,  0.793389
-  *    ----|-----       , 0.005006,  0.041780,  0.140561,  0.339531,  0.733829
------      |     *------, 0.000233,  0.062306,  0.168887,  0.168887,  0.229244
     *   ---|-----       , 0.003179,  0.030027,  0.167640,  0.323245,  0.610409
---    *    |--------    , 0.014596,  0.134575,  0.272753,  0.492823,  0.755686
------ *----|------------, 0.000027,  0.144989,  0.175740,  0.175740,  0.571508
- *      ---|---------   , 0.013838,  0.047949,  0.075278,  0.286433,  0.652885
           *|  ----------, 0.001846,  0.023608,  0.344743,  0.483365,  0.767502
---         *------------, 0.002339,  0.112576,  0.446717,  0.477607,  0.876661
---    *    | ---------- , 0.006771,  0.133280,  0.266779,  0.515487,  0.895313
    *       | -----------, 0.000418,  0.011785,  0.145706,  0.540319,  0.905151
- *         |   ---------, 0.000646,  0.042639,  0.104940,  0.646192,  0.981369
-   *     --|----------  , 0.002245,  0.064418,  0.174005,  0.395197,  0.887562
  *    -----|---         , 0.005289,  0.035411,  0.114654,  0.299170,  0.637276
-   *       |  -------   , 0.006044,  0.046504,  0.179029,  0.584107,  0.854491
----    *  -|------------, 0.000510,  0.153852,  0.303616,  0.418758,  0.918239
            |        *   , 0.000852,  0.000852,  0.000852,  0.000852,  0.000852
--------    | * ---------, 0.000191,  0.069920,  0.114862,  0.128106,  0.195209
- *        -|------      , 0.004458,  0.043734,  0.116367,  0.459854,  0.765049
 *      ----|            , 0.001053,  0.031274,  0.055618,  0.312335,  0.509348
       *    |------      , 0.000687,  0.007668,  0.242712,  0.407167,  0.600271
- *  -------|            , 0.002595,  0.056634,  0.099208,  0.208139,  0.483676
-   *       |------      , 0.002705,  0.057121,  0.171163,  0.513723,  0.761944
-     *     |----------- , 0.003196,  0.039846,  0.218164,  0.435254,  0.853781
            |           *, 0.285795,  0.285795,  0.285795,  0.285795,  0.285795

Value of p: 0.250000
Max: 200036723 Min: 2
200036723.112 2.00114472992
-    *     -|------      , 0.005995,  0.069570,  0.212561,  0.463776,  0.782851
         *  | -----------, 0.005291,  0.005391,  0.233952,  0.354836,  0.622199
--    *     | ------     , 0.008961,  0.088255,  0.248363,  0.562754,  0.799099
--    *   --|----------  , 0.023003,  0.081017,  0.234132,  0.374495,  0.814487
     *      |-----       , 0.000146,  0.004126,  0.092713,  0.233223,  0.333962
--    *     |-------     , 0.014059,  0.101904,  0.273590,  0.533060,  0.825534
-   *   ----|------      , 0.001845,  0.050840,  0.174305,  0.318659,  0.737749
        *   | -----------, 0.000911,  0.025365,  0.273956,  0.437706,  0.766216
 *    ------|------      , 0.003010,  0.021452,  0.071094,  0.253732,  0.759936
   *     ---|------      , 0.003462,  0.033781,  0.117967,  0.331507,  0.698582
-        *  |----------- , 0.004267,  0.055715,  0.364667,  0.494315,  0.950008
-           | *       ---, 0.000896,  0.071195,  0.556141,  0.873515,  0.965513
    *   ----|----------- , 0.003758,  0.028467,  0.178903,  0.304518,  0.916774
-   *   ----|--------    , 0.000989,  0.060880,  0.166829,  0.311468,  0.763447
------------|-*          , 0.000003,  0.481415,  0.481415,  0.804893,  0.804893
-           *    --------, 0.000108,  0.065503,  0.482500,  0.644150,  0.928222
--  *      -|----------  , 0.019373,  0.084018,  0.194648,  0.465451,  0.930180
  *    -----|            , 0.008050,  0.027866,  0.102380,  0.298105,  0.532469
-  *        |----------- , 0.000906,  0.041668,  0.126375,  0.438509,  0.857093
-   *     --|---         , 0.007033,  0.037251,  0.159354,  0.359264,  0.574070
  *         |    --------, 0.000053,  0.002128,  0.116399,  0.676510,  0.993373
   *    ----|-           , 0.004010,  0.037667,  0.139010,  0.331567,  0.558624
-----------*|            , 0.000210,  0.226177,  0.226177,  0.476259,  0.476259
-  *    ----|--          , 0.005824,  0.047042,  0.149806,  0.355981,  0.632618
-     *   --|---------   , 0.010408,  0.054383,  0.180848,  0.298149,  0.661188
-----       |  * --------, 0.008189,  0.200964,  0.616252,  0.695621,  0.986419
   *        |     -------, 0.001068,  0.001489,  0.089949,  0.492721,  0.656657
-  * -------|-----       , 0.010243,  0.038744,  0.126980,  0.193353,  0.603222
---         *      ----- , 0.027250,  0.123111,  0.490932,  0.776307,  0.967457
 *       ---|------------, 0.000064,  0.011930,  0.023916,  0.181918,  0.472592
-   *    ---|----------- , 0.001758,  0.043145,  0.167033,  0.385988,  0.952168
*-----------|------------, 0.000876,  0.007027,  0.026005,  0.026005,  0.766036
-    *    --|-----       , 0.010649,  0.074118,  0.203289,  0.406402,  0.671513
-   *    ---|-----       , 0.003351,  0.054024,  0.140555,  0.331567,  0.657957
        *   |   -------- , 0.013645,  0.023567,  0.282985,  0.550499,  0.841801
            |           *, 0.000593,  0.000593,  0.315553,  0.315553,  0.315553
-    *   ---|-----       , 0.005823,  0.057405,  0.222092,  0.361060,  0.716356
     *      |------      , 0.002984,  0.022719,  0.196231,  0.458780,  0.659469
            |           *, 0.001662,  0.001662,  0.242463,  0.242463,  0.242463

Value of p: 0.250000
Max: 200039790 Min: 2
200039790.277 2.0000819244
-    *     -|------      , 0.005786,  0.069059,  0.211959,  0.462605,  0.782851
-  *    ----|------      , 0.007430,  0.055219,  0.156303,  0.329798,  0.770689
--  *     --|------      , 0.018574,  0.076122,  0.167628,  0.409194,  0.729635
  *    -----|----        , 0.006702,  0.029622,  0.099906,  0.281119,  0.600667
-    *      |   -----    , 0.004599,  0.061208,  0.192744,  0.546739,  0.739067
-   *    ---|-----       , 0.007336,  0.060582,  0.163700,  0.361165,  0.733672
  *    -----|----        , 0.002527,  0.011085,  0.095124,  0.280729,  0.670538
-   *      -|--------    , 0.001925,  0.040972,  0.169883,  0.442401,  0.861551
       *    |            , 0.000305,  0.000305,  0.000305,  0.000305,  0.000305
   *       -|--------    , 0.002372,  0.003405,  0.112836,  0.403027,  0.769439
--  *    ---|---------   , 0.008629,  0.094360,  0.188019,  0.370451,  0.875880
            |           *, 0.005009,  0.005009,  0.005009,  0.005009,  0.005009

Value of p: 0.250000
Max: 200038512 Min: 2
200038512.102 2.00186586411
-    *     -|------      , 0.005731,  0.068474,  0.211354,  0.462060,  0.781190
------------|----       *, 0.000654,  0.125343,  0.175446,  0.175446,  0.176379
-    *      | -------    , 0.006430,  0.065791,  0.190153,  0.485118,  0.723631
-  *        |--------    , 0.006745,  0.042922,  0.150422,  0.486190,  0.826168
---         |*     ----  , 0.009089,  0.107392,  0.485887,  0.684872,  0.845646
--      *---|------------, 0.000039,  0.026080,  0.073113,  0.073113,  0.224185
-   *      -|------      , 0.013814,  0.062159,  0.186810,  0.442135,  0.777315
-    *  ----|---------   , 0.010443,  0.053238,  0.192710,  0.311260,  0.778221
  *      ---|-------     , 0.004085,  0.018354,  0.083204,  0.343222,  0.760248
-   *    ---|----        , 0.003196,  0.038481,  0.166320,  0.371069,  0.661916
-     *    -|----        , 0.009111,  0.066803,  0.247856,  0.465189,  0.690563
-    *      |-------     , 0.000433,  0.042780,  0.193678,  0.434345,  0.725326
---      *  |-----       , 0.010577,  0.125806,  0.310828,  0.418437,  0.584195
- *     ----|-           , 0.004411,  0.053152,  0.111838,  0.331840,  0.559609
   *        |-------     , 0.003526,  0.036335,  0.128136,  0.474716,  0.775606
            |           *, 0.500266,  0.500266,  0.500266,  0.500266,  0.500266

Value of p: 0.250000
Max: 200039958 Min: 2
200039958.464 2.00000031169
-    *     -|------      , 0.005765,  0.068486,  0.209818,  0.460960,  0.777728
-   *    ---|------      , 0.003515,  0.039981,  0.153344,  0.366117,  0.734916
--     *    |    ------  , 0.023387,  0.076053,  0.272649,  0.669719,  0.869502
--    *    -|-----       , 0.009235,  0.076371,  0.249157,  0.418048,  0.705140
-     *   --|------------, 0.002112,  0.047972,  0.167278,  0.288350,  0.684586
*           |            , 0.000008,  0.000008,  0.000008,  0.441717,  0.441717
*           |            , 0.000000,  0.000000,  0.000000,  0.000000,  0.000000
    *     --|------      , 0.009151,  0.028997,  0.140155,  0.362560,  0.676658
-   *      -|-------     , 0.011031,  0.068739,  0.160441,  0.459206,  0.810514
-    *      |-----       , 0.003620,  0.067777,  0.195674,  0.475834,  0.714294
--          | *----------, 0.000926,  0.092463,  0.484812,  0.484812,  0.811708
     *      | ------     , 0.006224,  0.024499,  0.212285,  0.570261,  0.798231
--   *      |     -------, 0.003788,  0.084480,  0.177675,  0.596676,  0.805060
  *      ---|----------- , 0.004220,  0.012297,  0.064878,  0.242590,  0.657405
--    *     |-------     , 0.008104,  0.085690,  0.238111,  0.505026,  0.749769
--    *     | ------     , 0.008530,  0.091272,  0.228146,  0.523534,  0.762322
 *         -|-           , 0.015312,  0.020948,  0.035334,  0.290994,  0.390294
------     *|------------, 0.000004,  0.238616,  0.437871,  0.484341,  0.951193
--   *      | -------    , 0.008213,  0.109281,  0.224943,  0.573692,  0.842749
      *   --|-------     , 0.003143,  0.017256,  0.199523,  0.320362,  0.652920
  *         |--------    , 0.001468,  0.017116,  0.073281,  0.406123,  0.702275
   *   -----|---         , 0.003986,  0.029740,  0.146975,  0.295633,  0.659506
            |           *, 0.832949,  0.832949,  0.832949,  0.832949,  0.832949

Value of p: 0.250000
Max: 200039343 Min: 2
200039343.563 2.00007554936
-    *     -|------      , 0.005786,  0.068486,  0.211229,  0.458595,  0.772075
------------|  *---------, 0.000664,  0.473863,  0.536936,  0.536936,  0.856219
-     *    -|--------    , 0.010356,  0.052019,  0.260656,  0.454485,  0.821568
--    *     |--------    , 0.002577,  0.108584,  0.227777,  0.475933,  0.790848
*-----------|------------, 0.000467,  0.005919,  0.012481,  0.034519,  0.993157
    *     --|------      , 0.001550,  0.022258,  0.175822,  0.432669,  0.756777
            |   *        , 0.000665,  0.000665,  0.000665,  0.000665,  0.000665
   *       -|----        , 0.001940,  0.027946,  0.128434,  0.430258,  0.686593
-      *    |----------  , 0.004406,  0.041268,  0.278452,  0.471630,  0.879461
     *     -|--------    , 0.003860,  0.034798,  0.213011,  0.444952,  0.837281
-     *     |   ----     , 0.002542,  0.024627,  0.115733,  0.320525,  0.389269
-    *      |--------    , 0.002933,  0.042683,  0.232123,  0.514585,  0.861311
------------*            , 0.000121,  0.040292,  0.040292,  0.081423,  0.081423
   *   -----|--------    , 0.009675,  0.030621,  0.130351,  0.297150,  0.824877
---    *   -|---         , 0.013623,  0.135717,  0.293630,  0.459093,  0.677288
-    *     -|-----       , 0.009200,  0.052756,  0.205001,  0.398046,  0.663311
---- * -----|----------  , 0.005203,  0.172846,  0.206749,  0.299279,  0.894807
    *  -----|---------   , 0.001236,  0.017278,  0.155653,  0.297856,  0.829075
            |    *       , 0.000711,  0.000711,  0.000711,  0.000711,  0.000711
-     *     |---------   , 0.006805,  0.053105,  0.264888,  0.513065,  0.874680
-    *      |-------     , 0.017082,  0.062131,  0.236984,  0.547641,  0.836373
-   *       |   ---------, 0.000040,  0.057838,  0.173116,  0.605253,  0.909191
-      *    |----        , 0.011183,  0.048475,  0.249098,  0.449414,  0.605210
-      *   -|--------    , 0.026973,  0.064864,  0.300300,  0.475051,  0.859891
  *     ----|------      , 0.010077,  0.030510,  0.077524,  0.308793,  0.712775
 *          |------------, 0.000102,  0.021062,  0.057305,  0.511248,  0.967489
-   *       |-------     , 0.003354,  0.050477,  0.197898,  0.536994,  0.792135
            |           *, 0.081204,  0.081204,  0.081204,  0.081204,  0.081204

Value of p: 0.250000
Max: 200039560 Min: 2
200039560.852 2.00001197549
-    *     -|------      , 0.005765,  0.068474,  0.211229,  0.458595,  0.772075
----*       |            , 0.000695,  0.052315,  0.052315,  0.276014,  0.276014
     *      |   ---------, 0.000277,  0.004996,  0.195407,  0.536600,  0.831369
        *   |--------    , 0.001035,  0.007679,  0.157108,  0.251152,  0.402410
            |       *----, 0.007551,  0.008011,  0.765181,  0.820020,  0.956380
-   *      -|-------     , 0.002159,  0.054789,  0.180900,  0.464599,  0.781736
- *     ----|------      , 0.001412,  0.058428,  0.084438,  0.316381,  0.702634
--  *       |------------, 0.000109,  0.077930,  0.146135,  0.433818,  0.841647
-        * -|------------, 0.000637,  0.037283,  0.347989,  0.395154,  0.870269
   *        |            , 0.000153,  0.000153,  0.000153,  0.000153,  0.000153
-    *      |    ---     , 0.002070,  0.047424,  0.181483,  0.594962,  0.684426
---    *    |  -------   , 0.004598,  0.124405,  0.305440,  0.591220,  0.873878
--    *     |---------   , 0.003361,  0.101015,  0.235404,  0.480159,  0.853618
            |          *-, 0.015929,  0.016923,  0.791878,  0.830405,  0.859978
--     *    |--------    , 0.025839,  0.110568,  0.304708,  0.522364,  0.837041
            |           *, 0.000082,  0.000082,  0.003783,  0.003783,  0.003783
-   *     --|----        , 0.002547,  0.062602,  0.152303,  0.377203,  0.624263
--    *     |------      , 0.006358,  0.099570,  0.258993,  0.530569,  0.772537
-     *     |         ---, 0.000157,  0.044720,  0.195743,  0.673545,  0.738368
-  *     ---|-----       , 0.004669,  0.045477,  0.133175,  0.370694,  0.731528
---        *|------------, 0.000342,  0.154055,  0.456494,  0.478209,  0.986628
-- *     ---|------------, 0.005653,  0.086768,  0.112331,  0.290940,  0.762224
-     * ----|-------     , 0.012419,  0.057596,  0.215366,  0.290686,  0.712947
--     *----|------------, 0.000012,  0.102918,  0.294507,  0.294507,  0.999077
-       *   |--------    , 0.004444,  0.039260,  0.325490,  0.526118,  0.847629
-  *     ---|---------   , 0.016309,  0.079296,  0.120057,  0.390813,  0.878354
*           |  ----------, 0.000172,  0.000172,  0.006618,  0.459289,  0.718226
--     *    |---------   , 0.003003,  0.068652,  0.237611,  0.468018,  0.771463
--      *   |-------     , 0.017735,  0.090972,  0.285163,  0.468376,  0.692271
--    *    -|--------    , 0.002890,  0.077928,  0.243700,  0.427617,  0.778317
   *    ----|----------  , 0.002986,  0.024438,  0.142585,  0.302646,  0.861259
-    * -----|            , 0.001951,  0.049342,  0.215862,  0.299115,  0.510614
-----  *    |       ---  , 0.011837,  0.210633,  0.302139,  0.802476,  0.919030
-    *      | -------    , 0.004696,  0.063725,  0.207060,  0.537932,  0.787663
-----       *      ----- , 0.000643,  0.197297,  0.491490,  0.743721,  0.913137
-  *        |-------     , 0.001514,  0.050925,  0.158236,  0.518649,  0.810249
-     *     |  -----     , 0.006667,  0.054976,  0.244889,  0.623455,  0.825332
            |           *, 0.002887,  0.002887,  0.002887,  0.002887,  0.002887

Value of p: 0.250000
Max: 200039933 Min: 2
200039933.394 2.00000045853
-    *     -|------      , 0.005833,  0.069059,  0.211371,  0.458595,  0.777728
--  *     --|-           , 0.022392,  0.101159,  0.191204,  0.426595,  0.581630
- *      ---|            , 0.002405,  0.047894,  0.112582,  0.389268,  0.498687
*           |            , 0.000041,  0.000041,  0.000041,  0.039154,  0.039154
--    *-----|------------, 0.000257,  0.056643,  0.170450,  0.170450,  0.676365
      *     |--------    , 0.004687,  0.009299,  0.218197,  0.383792,  0.662055
*      -----|------------, 0.000000,  0.002717,  0.017963,  0.143994,  0.463914
     *      |-----       , 0.003209,  0.030999,  0.169919,  0.417522,  0.578525
-    *     -|------      , 0.001182,  0.048764,  0.184459,  0.398883,  0.699753
------------|*         --, 0.000788,  0.264704,  0.264704,  0.451161,  0.489898
       *    |   -----    , 0.017991,  0.026522,  0.295369,  0.641818,  0.803956
            |           *, 0.000203,  0.000203,  0.111628,  0.111628,  0.111628
---      *  |----------- , 0.019873,  0.131766,  0.316826,  0.474358,  0.849836
---       * |  -----     , 0.003324,  0.135492,  0.349971,  0.525251,  0.706495
-    *      | --------   , 0.007119,  0.057757,  0.183834,  0.473069,  0.763932
-      *    |-----       , 0.000995,  0.051967,  0.237871,  0.406046,  0.606278
--   *    --|----------- , 0.023163,  0.072731,  0.175201,  0.380590,  0.838723
-     *     |   ------   , 0.009077,  0.048029,  0.202106,  0.472340,  0.668569
------------|----*      -, 0.000017,  0.036314,  0.036314,  0.049074,  0.050444
 *   -------|------------, 0.002551,  0.010050,  0.066216,  0.179006,  0.842706
      *  ---|--------    , 0.006838,  0.026059,  0.241355,  0.382751,  0.837107
--    *    -|---------   , 0.009058,  0.081684,  0.252407,  0.409895,  0.801887
-          *|   ---      , 0.001084,  0.044245,  0.302193,  0.451605,  0.528273
  *   ------|            , 0.002885,  0.032312,  0.081643,  0.246740,  0.443210
*           |            , 0.000007,  0.000007,  0.000007,  0.613645,  0.613645
-   *    ---|---         , 0.016764,  0.065340,  0.176371,  0.362063,  0.611752
--      *   |  --------- , 0.004267,  0.097705,  0.297442,  0.562896,  0.869897
-     *    -|-------     , 0.004936,  0.057711,  0.256642,  0.468075,  0.814159
            |           *, 0.074304,  0.074304,  0.074304,  0.074304,  0.074304

Value of p: 0.250000
Max: 200039935 Min: 2
200039935.496 2.00009723402
-    *     -|------      , 0.005833,  0.068462,  0.209818,  0.458040,  0.778449
--   *  ----|-------     , 0.004779,  0.095774,  0.189701,  0.312209,  0.724482
 *     -----|-------     , 0.002617,  0.035150,  0.065511,  0.287596,  0.823021
            |           *, 0.000182,  0.000182,  0.463626,  0.463626,  0.463626
*           |            , 0.000033,  0.000033,  0.000033,  0.000033,  0.000033
-      *    |-------     , 0.015930,  0.037029,  0.263352,  0.464474,  0.722871
---      *  |------------, 0.002206,  0.146538,  0.373079,  0.489251,  0.979557
  *         |---------   , 0.002656,  0.019747,  0.083174,  0.503473,  0.885469
- * --------|------------, 0.000536,  0.036711,  0.059390,  0.097901,  0.499779
-           |*       ----, 0.000515,  0.060167,  0.433889,  0.662793,  0.786039
--   *   ---|---------   , 0.008381,  0.116077,  0.213819,  0.376010,  0.908812
--     *    |--------    , 0.009275,  0.101329,  0.309277,  0.475891,  0.849428
 *         -|--          , 0.008652,  0.016164,  0.057918,  0.428858,  0.590131
--   *      |---         , 0.006531,  0.079119,  0.217774,  0.469857,  0.649064
-        *--|------------, 0.000796,  0.030588,  0.222755,  0.222755,  0.611939
-         * | -------    , 0.009167,  0.072140,  0.400231,  0.554710,  0.835631
-    *  ----|-------     , 0.003052,  0.030372,  0.159340,  0.271492,  0.626552
    *       |            , 0.000181,  0.000181,  0.000181,  0.000181,  0.000181
-   *  ---- |            , 0.008172,  0.035491,  0.154797,  0.274589,  0.406074
---    *    |-----       , 0.011777,  0.153046,  0.276394,  0.477231,  0.712388
--  *    ---|---------   , 0.014053,  0.076845,  0.167097,  0.364557,  0.845314
-  *     ---|------      , 0.007047,  0.063511,  0.122803,  0.332401,  0.717049
-     *   --|-----       , 0.006615,  0.074579,  0.241493,  0.412570,  0.712818
-   *      -|--------    , 0.005050,  0.047482,  0.155280,  0.403477,  0.759847
            |           *, 0.261967,  0.261967,  0.261967,  0.261967,  0.261967

Value of p: 0.250000
Max: 200039857 Min: 2
200039857.575 2.00001820389
-    *     -|------      , 0.005833,  0.068394,  0.211229,  0.457153,  0.777728
*        ---|------------, 0.000372,  0.014832,  0.017888,  0.347066,  0.955628
-      *    |   ------   , 0.000418,  0.043893,  0.173069,  0.386979,  0.522069
---    *    | ---------  , 0.030800,  0.123763,  0.303696,  0.563400,  0.926622
 -   *   ---|----------  , 0.073894,  0.111480,  0.220086,  0.348668,  0.898241
-   *   ----|-----       , 0.005479,  0.049404,  0.172769,  0.327919,  0.743091
 *        --|------      , 0.002301,  0.027828,  0.053714,  0.362989,  0.671124
-    *      |----        , 0.003391,  0.061377,  0.193945,  0.422833,  0.612263
---  *     -|---         , 0.001657,  0.119853,  0.234480,  0.470109,  0.650337
        *   |    ------- , 0.000184,  0.006590,  0.262214,  0.525666,  0.739229
 -----------|-*    ------, 0.018238,  0.250872,  0.252442,  0.336492,  0.427476
            |           *, 0.000219,  0.000219,  0.593305,  0.593305,  0.593305
- * --------|----        , 0.007799,  0.039795,  0.110134,  0.153433,  0.674414
-           |   *--------, 0.000002,  0.038494,  0.358505,  0.358505,  0.529828
     *    --|-----       , 0.004562,  0.022856,  0.224175,  0.401336,  0.710583
-    *    --|------      , 0.003198,  0.062200,  0.223630,  0.426000,  0.785149
---   *     | -----      , 0.001970,  0.111388,  0.220372,  0.512939,  0.694222
-     *   --|--          , 0.003487,  0.077488,  0.265400,  0.439478,  0.626837
            *            , 0.000058,  0.000058,  0.040722,  0.083202,  0.083202
     *   ---|---------   , 0.002245,  0.028785,  0.199959,  0.374245,  0.909193
-   *      -|-----       , 0.009146,  0.068147,  0.171626,  0.460173,  0.729595
---     *   |---------   , 0.010102,  0.113557,  0.308207,  0.455240,  0.790154
     *      |      ------, 0.080731,  0.094807,  0.182025,  0.672712,  0.874380
--   *      | --------   , 0.005729,  0.078580,  0.223561,  0.560778,  0.888839
--    *     | -------    , 0.003219,  0.075091,  0.212374,  0.506063,  0.745905
            |   *--------, 0.000220,  0.002797,  0.470109,  0.470109,  0.699508
  *       --|---         , 0.002547,  0.003300,  0.110451,  0.383713,  0.615840
-      *    | ------     , 0.010445,  0.055309,  0.276921,  0.555017,  0.808485
-       *   |---------   , 0.018698,  0.043929,  0.304029,  0.454522,  0.842845
---  *    --|----        , 0.005338,  0.116202,  0.178721,  0.362954,  0.612114
-    *     -|------      , 0.006158,  0.071891,  0.217938,  0.468479,  0.791210
            |           *, 0.000639,  0.000639,  0.547554,  0.547554,  0.547554

Value of p: 0.250000
Max: 200039964 Min: 2
200039964.281 2.00004698155
-    *     -|------      , 0.005857,  0.068422,  0.209818,  0.456875,  0.774945
--  *       |-----       , 0.000430,  0.041616,  0.076802,  0.233791,  0.345561
   *    ----|--------    , 0.006368,  0.032100,  0.114709,  0.320803,  0.772296
    *       |----        , 0.003065,  0.026508,  0.179589,  0.546650,  0.693521
    *      -|-----       , 0.003610,  0.027878,  0.152545,  0.403330,  0.677985
-  *        |-------     , 0.007147,  0.044954,  0.129220,  0.517900,  0.773413
-     *     | --------   , 0.016489,  0.063380,  0.238674,  0.565307,  0.844854
--       *  |   ------   , 0.009044,  0.084453,  0.347411,  0.637703,  0.830559
   *    ----|---------   , 0.003614,  0.025189,  0.149214,  0.309774,  0.834520
      *   --|----------- , 0.002739,  0.026016,  0.236703,  0.408278,  0.952412
       *    |-------     , 0.001367,  0.035087,  0.277229,  0.526185,  0.810896
